No,温泉名,施設名,施設ID,画像1,画像2,画像3,ジャンル,カテゴリー1,カテゴリー2,カテゴリー3,カテゴリー4,カテゴリー5,カテゴリー6,カテゴリー7,口コミ点数,口コミ件数,説明テキスト,住所,緯度,経度,営業期間,滞在時間（分）,優先表示フラグ,スポット番号,次の場所までの移動時間
245,万座温泉,軽井沢・プリンスショッピングプラザ,F0308,,,,観光施設,王道,,,,,,,4.1,"2,499","軽井沢を訪れたら絶対に立ち寄っておきたいショッピングプラザ。約3,500台も駐車可能、240店舗以上が出店するショッピングプラザを見て眺めるだけでもウキウキが止まりません。食品・ペット関連・ホビー等、ライフスタイルを彩る店舗も多数！ツリーモールとガーデンモールにある芝生の広場では、都会では味わえない自然を広々と楽しむことができます。ツリーモールの芝生の広場にはキッズパークもあり、ショッピングの合間にお子さまが大好きな遊具で遊ぶことも可能♪",〒389-0102  長野県北佐久郡軽井沢町軽井沢,36.3422622,138.6369413,"営業：10時～19時（季節により変更あり）
休業：無休",180,2,7,10
246,草津温泉,軽井沢・プリンスショッピングプラザ,F0308,,,,観光施設,王道,,,,,,,4.1,"2,499","軽井沢を訪れたら絶対に立ち寄っておきたいショッピングプラザ。約3,500台も駐車可能、240店舗以上が出店するショッピングプラザを見て眺めるだけでもウキウキが止まりません。食品・ペット関連・ホビー等、ライフスタイルを彩る店舗も多数！ツリーモールとガーデンモールにある芝生の広場では、都会では味わえない自然を広々と楽しむことができます。ツリーモールの芝生の広場にはキッズパークもあり、ショッピングの合間にお子さまが大好きな遊具で遊ぶことも可能♪",〒389-0102  長野県北佐久郡軽井沢町軽井沢,36.3422622,138.6369413,通年営業,180,2,1,10
247,伊香保温泉,伊香保ロープウェイ,F0309,,,,観光施設,王道,子連れ,,,,,,3.9,356,,〒377-0102  群馬県渋川市伊香保町伊香保560-1,36.4971202,138.9193777,"その他：営業 9:00～17:00 （上り最終16:45）
休業 年中無休（点検休あり）",90,1,,
248,万座温泉,草津湯畑（昼）,F0314,,,,観光施設,王道,子連れ,カップル,友達,シニア,,,4.5,"1,416","日本三名泉の1つである草津温泉のシンボルとも言えるのが、湯畑。
硫黄の匂いが充満する温泉の自然湧出量は日本一を誇り毎分32,300リットル以上、1日にドラム缶約23万本分もの温泉が湧き出しています！「湯畑の周りは瓦を敷きつめた歩道」や「軽食を買って足湯が楽しめるベンチ」があるので、つい時間を忘れて滞在してしまう魅力があります。

夜になるとライトアップされて幻想的な空間に変化するので、二度楽しめるのもポイント♪",〒377-1711 群馬県吾妻郡草津町草津401,36.62269790000001,138.5969329,通年営業,120,2,3,60
249,万座温泉,草津湯畑（夜）,F0315,,,,観光施設,王道,子連れ,カップル,友達,シニア,,,4.5,"1,416","日本三名泉の1つである草津温泉のシンボルとも言えるのが、湯畑。
硫黄の匂いが充満する温泉の自然湧出量は日本一を誇り毎分32,300リットル以上、1日にドラム缶約23万本分もの温泉が湧き出しています！「湯畑の周りは瓦を敷きつめた歩道」や「軽食を買って足湯が楽しめるベンチ」があるので、つい時間を忘れて滞在してしまう魅力があります。

夜になるとライトアップされて幻想的な空間に変化するので、二度楽しめるのもポイント♪",〒377-1711 群馬県吾妻郡草津町草津401,36.6229647,138.5967231,通年営業,60,0,,
250,草津温泉,草津湯畑（昼）,F0314,,,,観光施設,王道,子連れ,カップル,友達,シニア,,,4.5,"1,416","日本三名泉の1つである草津温泉のシンボルとも言えるのが、湯畑。
硫黄の匂いが充満する温泉の自然湧出量は日本一を誇り毎分32,300リットル以上、1日にドラム缶約23万本分もの温泉が湧き出しています！「湯畑の周りは瓦を敷きつめた歩道」や「軽食を買って足湯が楽しめるベンチ」があるので、つい時間を忘れて滞在してしまう魅力があります。

夜になるとライトアップされて幻想的な空間に変化するので、二度楽しめるのもポイント♪",〒377-1711 群馬県吾妻郡草津町草津401,36.62269790000001,138.5969329,通年営業,90,2,6,10
251,草津温泉,草津湯畑（夜）,F0315,,,,観光施設,王道,子連れ,カップル,友達,シニア,,,4.5,"1,416","日本三名泉の1つである草津温泉のシンボルとも言えるのが、湯畑。
硫黄の匂いが充満する温泉の自然湧出量は日本一を誇り毎分32,300リットル以上、1日にドラム缶約23万本分もの温泉が湧き出しています！「湯畑の周りは瓦を敷きつめた歩道」や「軽食を買って足湯が楽しめるベンチ」があるので、つい時間を忘れて滞在してしまう魅力があります。

夜になるとライトアップされて幻想的な空間に変化するので、二度楽しめるのもポイント♪",〒377-1711 群馬県吾妻郡草津町草津401,36.6229647,138.5967231,通年営業,60,2,4,15
252,草津温泉,軽井沢 川上庵,F0311,,,,グルメ,ご当地,,,,,,,4.2,163,"軽井沢にある有名なお蕎麦屋さん。
川上庵の蕎麦は厳選したそば粉を使用し、特注の石臼で自家製粉した粗挽きの二八蕎麦がおすすめ。辛めのつゆとの相性もよく、口いっぱいに広がる豊かな風味と喉越しを堪能できます♪",〒389-0104  長野県北佐久郡軽井沢町軽井沢6-10,36.3562621,138.633816,"【昼】10：00 ～ 16：00
【夜】16：00 ～ 22：00（21：00 LO）
※季節変動あり",90,2,2,20
253,万座温泉,軽井沢 川上庵,F0311,,,,グルメ,ご当地,,,,,,,4.2,163,"軽井沢にある有名なお蕎麦屋さん。
川上庵の蕎麦は厳選したそば粉を使用し、特注の石臼で自家製粉した粗挽きの二八蕎麦がおすすめ。辛めのつゆとの相性もよく、口いっぱいに広がる豊かな風味と喉越しを堪能できます♪テラス席が空いてればラッキー！",〒389-0104  長野県北佐久郡軽井沢町軽井沢6-10,36.3562621,138.633816,"【昼】10：00 ～ 16：00
【夜】16：00 ～ 22：00（21：00 LO）
※季節変動あり",90,0,,
254,万座温泉,軽井沢おもちゃ王国,F0119,,,,観光施設,王道,子連れ,,,,,,4.1,801,見て、触れて、体験できる「おもちゃ」のテーマパーク。北関東最大級規模、約120のアスレチックエレメントがそろう「わくわく大冒険の森」や渓流釣りのほか、0歳から楽しめるアトラクション、「リカちゃんハウス」など全11館のおもちゃのお部屋もあり、家族で１日中楽しめる。,〒377-1512  群馬県吾妻郡嬬恋村大前細原2277,36.4729037,138.5436476,"4月中旬～11月下旬。
冬季は休業",180,2,5,25
255,万座温泉,軽井沢 沢屋,F0319,,,,グルメ,ご当地,,,,,,,5,7,"沢屋では果物の一番美味しい「旬」の季節に、収穫されたばかりの新鮮な生果実と北海道産ビート（甜菜）グラニュー糖のみで、果物そのものの風味を大切に生かしジャムに仕上げています。
そのジャム作りのプロが教える「ジャム作り体験」。小さなお子様からご年配、ご家族・ご友人同士と皆様でお楽しみいただけます。",〒389-0111  長野県北佐久郡軽井沢町大字長倉字塩沢702番地,36.3327405,138.6056505,"9:00〜18:00
※夏期延長有り",30,2,8,
256,草津温泉,鬼押出し園,F0320,,,,観光施設,王道,子連れ,,,,,,4,383,"天明３年(1783年)浅間山の大噴火によって誕生した上信越高原国立公園。自然のエネルギーの驚異と壮大さを目の当たりにできる、国内でも非常に珍しい施設。火口で鬼が暴れて岩を押し出した、という当時の人々が見た噴火の印象が名前の由来。鬼押しハイウェー利用で、軽井沢・草津方面どちらからでも中間の位置となる。

おとな(中学生以上)：700円 / こども(小学生)：500円",〒377-1593  群馬県吾妻郡嬬恋村鎌原1053,36.4448257,138.5370699,営業：8:00～17:00 　通年営業　※2016年より,30,1,,
257,万座温泉,鬼押出し園,F0320,,,,観光施設,王道,子連れ,,,,,,4,383,"天明３年(1783年)浅間山の大噴火によって誕生した上信越高原国立公園。自然のエネルギーの驚異と壮大さを目の当たりにできる、国内でも非常に珍しい施設。火口で鬼が暴れて岩を押し出した、という当時の人々が見た噴火の印象が名前の由来。鬼押しハイウェー利用で、軽井沢・草津方面どちらからでも中間の位置となる。

おとな(中学生以上)：700円 / こども(小学生)：500円",〒377-1593  群馬県吾妻郡嬬恋村鎌原1053,36.4448257,138.5370699,営業：8:00～17:00 　通年営業　※2016年より,30,1,,
258,,まぐろや,F0236,,,,グルメ,ご当地,王道,,,,,,4.2,43,※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。 すべての基本情報をみる,〒413-0011  静岡県熱海市田原本町9-1,35.5668965,139.5516538,取得失敗,,,,
259,,パン樹 久遠,F0237,,,,グルメ,王道,,,,,,,3.7,75,グルメ ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。 すべての基本情報をみる,〒413-0000  静岡県熱海市田原本町7-3,35.1024224,139.0778927,"営業時間：7:00～19:00
定休日：木曜・第３水曜",,,,
260,,まる天 熱海店,F0238,,,,グルメ,ご当地,王道,,,,,,4.4,45,※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。 すべての基本情報をみる,〒413-0011  静岡県熱海市田原本町6-3,35.1025933,139.0774662,取得失敗,,,,
261,,三木製菓,F0239,,,,グルメ,ご当地,王道,,,,,,4.0,56,※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。 すべての基本情報をみる,〒413-0014  静岡県熱海市渚町3-4,35.0964174,139.0754731,取得失敗,,,,
262,,味くらべ,F0240,,,,グルメ,ご当地,王道,,,,,,4.1,40,※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。 すべての基本情報をみる,〒413-0102  静岡県熱海市下多賀491,35.0462315,139.08032,取得失敗,,,,
263,,アタミロープウェイ,F0241,,,,観光,王道,,,,,,,3.5,141,2019年に展望台をリニューアル！「うみそらテラス」とお洒落なカフェが誕生した。ゴンドラは全面ガラス張りのシースルー。そのゴンドラで山頂にあがって行くと熱海市街はもちろん、よく晴れた日には伊豆大島や遠くに房総の山々を見渡す事がでる。山頂展望台には「あいじょう岬」のモニュメントがあり、多くの恋人たちが二人の思いを絵馬に託す。その願い事の書かれた絵馬は、大晦日に来宮神社に奉納される。 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。 すべての基本情報をみる,〒413-0023  静岡県熱海市和田浜南町8-15,35.0878826,139.0788295,その他：営業 9:30～17:00,,,,
264,,熱海港海釣り施設,F0242,,,,観光,王道,,,,,,,3.5,57,熱海の街並みと山々を見渡せる抜群のロケーションで、海釣りが楽しめる。貸し竿や餌の販売もあり。 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。 すべての基本情報をみる,"〒413-0023  静岡県熱海市和田浜南町地先 熱海港外防波堤
0557-85-8600",35.0921358,139.079827,"営業：4月1日～10月31日 6:00～19:00
営業：11月1日～3月31日 7:00～17:00
休業日：花火大会開催日",,,,
265,,熱海峠パラグライダー,F0243,,,,観光,ネット予約OK,王道,カップル,友達,一人旅,,,4.8,46,熱海峠パラグライダーのポリシー「パラグライダーだけじゃない！生涯色褪せない感動体験を！」とパイロット・インストラクター全員が全力でおもてなしをします。一人旅大歓迎！子供専用機材完備。障害をお持ちの方もご相談ください。 熱海峠パラグライダーは東京駅から新幹線で50分の熱海市街を見下ろす熱海峠にあります。当日は簡単な講習後にプロタンデムパイロットと二人乗りでいきなり高高度飛行体験を致します。送迎は来宮駅から無料で行っています！お気軽にお問い合わせください。 伊豆半島ジオパーク絶景スポットで黒沢映画「7人の侍」のロケ地でも有名な丹那盆地が着陸地点。女性やお子様に大人気の牧場「酪農王国オラッチェ」やケンミンSHOWでおなじみ静岡グルメ「さわやか」、断層マニア垂涎の「丹那断層公園＆火雷神社」などパラグライダーだけじゃない！！が熱海峠にはあります。 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。,〒413-0039  静岡県熱海市相の原町14-10,35.108367,139.046195,"営業時間：8:30～18:00
受付時間：公式LINEで問い合わせ　24時間受付
休業日：悪天候時　不定休",,,,
266,,熱海陶芸工房doka土火,F0244,,,,観光,ネット予約OK,王道,子連れ,カップル,友達,シニア,,4.9,233,熱海駅から徒歩約５分の街中にある陶芸工房。貴重な黒御影土を使用してます。 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。,〒413-0019  静岡県熱海市咲見町8-1,35.099143,139.0754825,営業時間：１０：００～１７：００(火曜定休、臨時休業あり）,,,,
267,,熱海トリックアート迷宮館,F0245,,,,観光,王道,,,,,,,4.1,381,熱海城の別館、熱海トリックアート迷宮館では、平面画が立体的に感じるとっても不思議なトリックアートが楽しめます。海の生物、恐竜、猛獣、ジョーズなど、様々なトリックアートを約50点も展示。アートを見るだけではなく、面白い写真を撮ったり、巨人や小人になった錯覚体験をしたり、見て、触って、撮って、大盛り上がり！時間を忘れて、トリックに夢中に。家族と、友人と、カップルで、誰と来てもワクワク体験ができる場所です。 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。 すべての基本情報をみる,〒413-0033  静岡県熱海市熱海曽我山1993 熱海城隣,35.086492,139.078235,"営業時間：9:00～17:00（入館は16:30迄）
定休日：無休",,,,
268,,熱海城,F0246,,,,観光,王道,,,,,,,3.8,1136,"観光目的で作られた城。名勝地錦ヶ浦の上に建てられた城で天守閣からの眺めは素晴しく海・山・島・等360度の眺望がたのしめます。
テレビや映画、熱海市のホームページなどの熱海市の全景を映すときは、ほとんどがここからの風景です。
内部は、甲胄武具・刀剣などを展示する「武家文化資料館」や日本のお城に関する様々な展示をする「日本城郭資料館」など、各階ごとに色々と楽しめる展示物がたくさんあります。また、3月?4月にかけては200本余りの桜が咲き乱れ「桜の名所」として大変華やかです。
【料金】 大人: 1000円 子供: 500円 小・中学生 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。 すべての基本情報をみる",〒413-0033  静岡県熱海市曽我山1993,35.086391,139.078634,"その他：公開 9:00～17:00
休業 無休",,,,
269,,起雲閣,F0247,,,,観光,王道,,,,,,,4.3,405,大正・昭和の浪漫を残す建築様式。内田信也、根津嘉一郎の別荘で、熱海三大別荘の一つと賞賛されている。旅館として生まれ変わった際には、山本有三、太宰治など多くの文豪に愛されてきました。緑豊かな庭園を備える三千坪の敷地。現在は、熱海市指定有形文化財として一般公開されております。H11年度市が取得、文化財となる。 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。 すべての基本情報をみる,〒413-0022  静岡県熱海市昭和町4-2,35.0928633,139.0710177,"その他：9:00～17:00 開館時間（入館は16：30まで）
休館：水(水曜日が祝祭日の場合は開館) ※12月26日～12月30日",,,,
270,,MOA美術館,F0248,,,,観光,ネット予約OK,王道,,,,,,4.1,573,熱海駅の背後の山の手、丘陵地７万平方mを占めるＭＯＡ美術館。まわりの風景を損なわないよう、入口から本館への連絡は、地下エスカレーターで光と音のトンネルを通過します。国宝の尾形光琳筆「紅白梅図屏風」、野々村仁清作「色絵藤花文茶壺」、手鑑「翰墨城」の３点をはじめ、日本・中国を中心に絵画・書籍・彫刻等の名品が３千余点収蔵されています。 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。,〒413-0006  静岡県熱海市桃山町26番2号,35.1092776,139.0751998,"開館時間：9:30～16:30 入館は16:00まで
休館：年末年始 （ホームページ要確認）
休館：木曜日・展示替え日 （祝日の場合は開館）",,,,
271,,海上釣堀 筏釣りの東海,F0249,,,,観光,王道,,,,,,,4.3,225,"テレビ放映多数！！熱海で人気の海上釣り堀です。提携店でのお食事もできます。
皆様に海釣りの醍醐味を簡単に味わって頂きたい・・・
是非伊豆観光の思い出に皆様お揃いでお気軽にご利用ください。
グループで、ご家族でタップリ網代の『海上釣り堀』をお楽しみください。 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。 すべての基本情報をみる",〒413-0103  静岡県熱海市網代100-7,35.0454289,139.0876458,"営業時間：AM7:00からPM15:00（最終受付１４時0０分、季節,天候によって変動あり）",,,,
272,,ガラスアート体験工房熱海駅前工房,F0250,,,,観光,ネット予約OK,王道,子連れ,カップル,友達,シニア,,4.7,54,色鮮やかなヴェネチアンガラスを使ったフュージングの体験ができます。 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。,〒413-0011  静岡県熱海市田原本町6-7 角屋ﾋﾞﾙ3F,35.1028066,139.0777358,営業時間：10：00～17：00,,,,
273,,伊豆山神社,F0251,,,,観光,王道,,,,,,,4.1,581,"箱根神社とともに二所権現と呼ばれる古社として有名です。
祭神は火牟須比命・伊邪那伎命・伊邪那美命。
源頼朝が源氏の再興を祈願したことから、源氏の守護神として知られ、また、その頼朝と北条政子がこの場所で忍び逢い結ばれたことから、縁結びの神様としても親しまれています。
ご利益 縁結び  
創建年代 836年 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。 すべての基本情報をみる",〒413-0002  静岡県熱海市伊豆山708-1,35.1154964,139.0824971,取得失敗,,,,
274,,熱海ゆびわ工房,F0252,,,,観光,ネット予約OK,王道,子連れ,カップル,友達,シニア,,4.9,333,"ふたりだけの特別なリングを、一緒に作りませんか？「熱海ゆびわ工房」では、熱海の美しい海を眺めながら、手作りペアリングの体験が楽しめます。大切な人と心を込めて作り上げるリングは、世界にひとつだけのオリジナルジュエリー。職人の丁寧なサポートで、初めての方でも安心して参加でき、ふたりの絆をより深く感じられるひとときが待っています。デートや記念日の思い出を、指先に輝く形として残してみませんか？その瞬間、ふたりの想い出が永遠に輝きます。




姉妹店：
熱海クラフト工房：陶芸、サンドブラスト、ハーバリウム
https://www.atami-craft.jp/

検索タグ：
熱海リング
手作りリング 熱海
オリジナルリング体験
熱海 ジュエリー作り
ペアリング 熱海
指輪作り体験 熱海
カップル リング 熱海
家族でリング作り
静岡 手作り指輪
記念日 リング制作
オーダーメイドジュエリー 熱海 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。",〒413-0011  静岡県熱海市田原本町3-1 熱海魚熊ビル4F,35.1017562,139.0764634,"営業時間：10:00～17:00
定休日：不定休",,,,
275,,来宮神社の大楠,F0253,,,,観光,王道,,,,,,,4.4,1895,※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。 すべての基本情報をみる,〒413-0034  静岡県熱海市西山町43-1,35.1006893,139.0675733,取得失敗,,,,
276,,studio iiro,F0254,,,,観光,ネット予約OK,王道,子連れ,カップル,友達,シニア,,4.7,521,吹きガラスは、吹き竿に息を吹き込んで溶けたガラスを操るガラス工芸を代表する技法の一つです。studio iiroでは、繊細で美しいガラスの魅力を皆様にお伝えしながら、楽しくエンターテイメント性豊かに吹きガラス体験をして頂けます。ガラスの難しさ、楽しさを感じて頂いた頃にはオリジナル作品の完成です。 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。,〒413-0002  静岡県熱海市伊豆山579-41,35.1118704,139.0855654,"営業時間：１０：００～１８：００
休業日：不定休",,,,
277,,熱海クラフト工房,F0255,,,,観光,ネット予約OK,王道,子連れ,カップル,友達,シニア,,4.8,531,"こちらは熱海にある「熱海クラフト工房」です。
さあ、心ときめくクラフトの世界へ一歩踏み入れましょう。
熱海クラフト工房は、職人の技と熱海の豊かな自然が融合した、唯一無二の体験型工房です。陶芸、サンドブラスト、ハーバリウム、ジェルキャンドルなどが、選べるクラフト体験は豊富で、手を動かすたびに、オリジナル作品があなたの指先から生まれます。家族や友人との思い出作りにもぴったり。初めての方でも、熟練のスタッフが優しくサポートしてくれるので安心です。
熱海の海風を感じながら、世界にひとつだけのアート作品を作り上げる喜びは、言葉では表現できないほどの達成感と感動をもたらします。また、陶芸以外はの作品はその日のうちに持ち帰ることができるため、熱海の旅の素敵な記念品となることでしょう。
五感を使って、創造力を存分に発揮するひとときをお楽しみください。あなたの手で、熱海の思い出を形に残しませんか？
さあ、熱海クラフト工房で、あなただけの物語が今、始まります！

姉妹店：
熱海ゆびわ工房：ゆびわ作り
https://www.atami-ring.jp

検索タグ：
熱海 クラフト 工房
手作り体験 熱海
ガラス工芸・陶芸
家族・カップル・子供向け
アート　アクセサリー作り
旅行記念品 手作り
静岡　オリジナル作品　創作
初心者OK
思い出作り 体験　工房 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。",〒413-0005  静岡県熱海市春日町12-6,35.1048458,139.0810944,受付時間：10：00から16：00,,,,
278,,ぼら納屋,F0256,,,,グルメ,ご当地,王道,,,,,,3.7,41,近海で獲れた新鮮な魚介をお楽しみください ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。 すべての基本情報をみる,〒413-0231  静岡県伊東市富戸837,34.8942404,139.136559,"営業時間：月～水、金～日、祝日、祝前日: 11:00～15:00
定休日：木",,,,
279,,回転寿司 魚磯 伊豆高原店,F0257,,,,グルメ,ご当地,王道,,,,,,3.8,69,寿司 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。 すべての基本情報をみる,〒413-0231  静岡県伊東市富戸字水口1103-71,34.9119054,139.1200802,"営業時間：月～日、祝日、祝前日: 11:00～21:00 （料理L.O. 20:30 ドリンクL.O. 20:30）
定休日：不定休アルコール消毒液を設置しております！",,,,
280,,本家鮪屋,F0258,,,,グルメ,ご当地,王道,,,,,,4.4,74,美味しい鮪と地魚料理が楽しめる店 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。 すべての基本情報をみる,〒413-0232  静岡県伊東市八幡野1069-4,34.878817,139.11231,"営業時間：月、火、木～土: 11:30～15:00 （料理L.O. 14:30）17:30～21:00 （料理L.O. 20:00）日: 11:30～15:00 （料理L.O. 14:30）17:30～20:30 （料理L.O. 19:30）祝日: 11:30～15:00 （料理L.O. 14:30）17:30～20:30 （料理L.O. 20:00）
定休日：水",,,,
281,,伊豆高原旅の駅ぐらんぽーと,F0259,,,,グルメ,ご当地,王道,,,,,,4.1,21,※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。 すべての基本情報をみる,〒413-0231  静岡県伊東市富戸1090,34.907513,139.1209724,取得失敗,,,,
282,,伊豆高原ビール本店レストラン,F0260,,,,グルメ,ご当地,王道,,,,,,3.8,201,※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。 すべての基本情報をみる,〒413-0231  静岡県伊東市富戸1103-21,34.9119396,139.1194738,取得失敗,,,,
283,,伊豆アクアマリン,F0261,,,,観光,ネット予約OK,子連れ,友達,王道,ご当地,,,4.9,21,※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。,〒413-0231  静岡県伊東市富戸842-93,34.888145,139.133157,"営業：不定休です。
営業時間：通常9時～17時ですが、昼間は携帯電話に転送されることが多いです。",,,,
284,,陶芸体験 八幡野窯,F0262,,,,観光,ネット予約OK,王道,,,,,,3.7,105,"★☆★初心者もOK！女性に大人気の陶芸体験★☆★
伊豆高原体験の里にある陶芸の体験工房。電動ろくろ32席、手びねり120席完備なので、いつでも陶芸体験が手軽に楽しめる！
人気の電動ろくろはまったく初めての方でもスタッフが丁寧にお手伝いしますので是非チャレンジしてみてください。
他には手びねり、わんこと一緒に体験できるわんこプレート、ランプシェード、茶香炉、陶板時計、お子様メニューなど豊富な体験メニューが嬉しい！ ★☆★思い描いた大物にもチャレンジしてみよう！★☆★
お湯呑みやコーヒーカップ、お皿など、小さなアイテムだけでなく、大鉢や片口などの大物の作品にも挑戦してみましょう。スタッフが手助けしてくれるので、想像以上にステキな一品を作ることができます。電動ろくろ、手びねりなど、乾燥して焼き上がるまでに約ふた月半要しますが、郵送してくれるので安心です。 ★☆★愛犬と一緒にわんこプレート作り！★☆★
伊豆高原は愛犬と一緒に旅行して宿泊できるメッカ！そして愛犬と一緒に楽しめる施設も多い。八幡野窯では、愛犬と一緒に作れる「わんこプレート」をご用意。陶板を作りわんこのカタチに切り抜き、愛犬の肉球をペタン！名前を書いたり色付けもでき、伊豆の思い出作品の完成です。 ★☆★すぐ持ち帰れるエッチングアート！★☆★
手作りの思い出作品をすぐに持ち帰りたい方にオススメ！陶器やガラスの器を選び、お好みのデザインや名前をマスキングして、自分でマシーンに手を入れて作品の模様を彫りだしていく。毎日器を使うたびに、伊豆の思い出がよみがえります！
※現在姉妹店の【さくら坂】にてご予約とご案内をしております。 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。",〒413-0232  静岡県伊東市八幡野1666-4 伊豆高原体験の里,34.873436,139.09787,"営業時間：9時30分～18時
受付時間：最終受付16：00
休業日：年中無休",,,,
285,,DIVE＆HOUSE FUTO,F0263,,,,観光,ネット予約OK,王道,子連れ,カップル,友達,シニア,,4.8,295,ショップは大人気ポイントの「富戸・ヨコバマ」まで歩いて１分の場所。ビーチまでは歩いていけます。インターバルはお店でゆっくりと休憩でき、オーシャンフロントビューの手作りテラスでランチタイム♪上がった後はプライベートの温泉で心ゆくまでごゆるりとお寛ぎください。 水着１枚でOK！家族、カップル、友人と気軽に城ヶ崎の海を満喫♪スノーケリングツアーではたくさんのお魚に出会えます！青く澄んだ海と放射状に広がる太陽の光、そして可愛らしいクマノミの観察ができる体験ダイビングもおすすめです！ご高齢の方や障害者のための体験ダイビングも開催していますので、安全には特に注意しております。城ヶ崎の海をより楽しんでいただけるようサポートいたします。 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。,〒413-0231  静岡県伊東市富戸855-3,34.8951668,139.1325139,取得失敗,,,,
286,,そば打ち体験 観音亭,F0264,,,,観光,ネット予約OK,王道,カップル,,,,,4.5,145,"★☆★石臼挽きから始める 超本格そば打ち体験！しかも 天ぷら付き！伊豆の思い出に、一味違う体験を★☆★
伊豆高原体験の里にある観音亭は、100畳敷きの和室に2～100名様が楽しめ、美味しい蕎麦の三たて(挽きたて、打ちたて、茹でたて)の蕎麦が試食できる本格派そば打ち道場です。ソバの実を石臼で挽き、こねて、延ばして、切り揃えたあとに食べるそばの味は格別です！揚げたての天ぷらや、サザエ飯、刺身などが付く食事が選べるので、ランチの利用にもオススメです。 ★☆★自分で打った 鮮度抜群の""そば"" は「美味すぎる…！」と大絶賛★☆★
こだわりは蕎麦の美味しさ！ソバ粉状態では酸化が始まっています。その究極の時間を追及すると、昔の製法であるソバの実を食べる分だけ石臼で挽いて、打って、すぐに食べることです。三たての蕎麦の味をご堪能ください。 ★☆★こだわりの素材が完成度を高めます！★☆★
そば打ち体験では、収穫量日本一を誇る北海道幌加内産のソバの実を使用します。年間を通じて寒暖差の大きい幌加内町は、品質の高いソバを作る条件が揃っています。伊豆高原のおいしい水との相性もバッチリです。 ★☆★10:00、12:00、14:00スタートで、ランチに最適！★☆★
石臼挽きから始めて、1時間後に体験そばを試食できるので、ブランチや、ランチになります。また、おなかのすき具合で、基本の天ぷら付きや、伊豆名物サザエ飯付き、伊豆海鮮アジのたたき付きなどが選べます。 ※体調不良や発熱がある場合は入店できません。
※手洗いを確実・丁寧に行ってください。
※手袋が必要な方はお申し出ください。 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。",〒413-0232  静岡県伊東市八幡野1666-4 伊豆高原体験の里,34.8730021,139.0966313,"開催：1回目10:00　2回目12:00　3回目14:00
休業日：年中無休",,,,
