from_id,from施設名,to_id,to施設名,distance_km,driving_minutes
F0231,TOP水上カンパニー,F0133,たくみの里 四季の家,14.94,45
F0231,TOP水上カンパニー,F0134,月夜野まるかチェリー園,14.12,30
F0231,TOP水上カンパニー,F0138,かぬ～っこ みなかみカヌー.com,10.43,30
F0231,TOP水上カンパニー,F0140,陣平農園,26.82,55
F0231,TOP水上カンパニー,F0141,たくみの里いちごの家,14.57,40
F0231,TOP水上カンパニー,F0142,生ゆば処 町田屋,18.51,40
F0231,TOP水上カンパニー,F0143,フォレスト＆ウォーター みなかみベース,1.77,10
F0231,TOP水上カンパニー,F0144,たくみの里農産物加工の家,14.51,40
F0231,TOP水上カンパニー,F0145,ロックハート城,19.07,45
F0231,TOP水上カンパニー,F0146,水上アウトドアセンター,8.06,20
F0231,TOP水上カンパニー,F0150,月夜野焼 祐太郎窯,7.13,20
F0231,TOP水上カンパニー,F0152,カッパCLUB,6.7,20
F0231,TOP水上カンパニー,F0153,工房無限大,24.02,75
F0231,TOP水上カンパニー,F0155,ジャグスポーツ,0.06,5
F0231,TOP水上カンパニー,F0158,奥四万湖,22.4,90
F0231,TOP水上カンパニー,F0168,四万川,25.1,70
F0231,TOP水上カンパニー,F0172,赤谷湖,13.31,35
F0231,TOP水上カンパニー,F0173,尾瀬沼,29.89,100
F0231,TOP水上カンパニー,F0175,天神平,5.08,25
F0231,TOP水上カンパニー,F0176,四万湖,26.97,65
F0231,TOP水上カンパニー,F0177,諏訪峡,5.35,15
F0231,TOP水上カンパニー,F0179,吹割渓谷,21.43,55
F0231,TOP水上カンパニー,F0180,一ノ倉沢,7.24,20
F0231,TOP水上カンパニー,F0182,武尊山,11.66,50
F0231,TOP水上カンパニー,F0183,至仏山,18.95,95
F0231,TOP水上カンパニー,F0184,平標山,16.11,75
F0231,TOP水上カンパニー,F0185,四万の甌穴群,24.02,70
F0231,TOP水上カンパニー,F0194,永井食堂,26.55,45
F0231,TOP水上カンパニー,F0196,小荒井製菓,5.13,15
F0231,TOP水上カンパニー,F0201,焼まんじゅう島村,24.03,75
F0231,TOP水上カンパニー,F0205,フリアンのみそパン,17.24,30
F0231,TOP水上カンパニー,F0224,角弥そば,0.93,5
F0231,TOP水上カンパニー,F0225,大とろ牛乳,6.05,15
F0231,TOP水上カンパニー,F0226,パノラマアドヴェンチャーズ,5.89,15
F0231,TOP水上カンパニー,F0227,まんてん星の湯,12.86,40
F0231,TOP水上カンパニー,F0229,まんてん星の湯 里山体験,12.86,40
F0231,TOP水上カンパニー,F0230,フィールドアースみなかみ,4.76,15
F0231,TOP水上カンパニー,F0232,土合駅階段,4.48,15
F0231,TOP水上カンパニー,F0233,道の駅 みなかみ水紀行館,5.12,15
F0231,TOP水上カンパニー,F0234,遊神館,17.94,45
F0231,TOP水上カンパニー,F0235,みなかみフルーツランドモギトーレ,14.15,40
F0232,土合駅階段,F0113,吹割の滝,25.78,60
F0232,土合駅階段,F0126,尾瀬ケ原,26.06,
F0232,土合駅階段,F0129,四万川ダム,22.3,100
F0232,土合駅階段,F0131,果実の里 原田農園,21.42,35
F0232,土合駅階段,F0132,マックスアウトドアツアーズ水上,4.6,10
F0232,土合駅階段,F0133,たくみの里 四季の家,16.18,50
F0232,土合駅階段,F0134,月夜野まるかチェリー園,17.46,35
F0232,土合駅階段,F0138,かぬ～っこ みなかみカヌー.com,10.8,35
F0232,土合駅階段,F0140,陣平農園,28.16,60
F0232,土合駅階段,F0141,たくみの里いちごの家,16.09,45
F0232,土合駅階段,F0142,生ゆば処 町田屋,22.94,40
F0232,土合駅階段,F0143,フォレスト＆ウォーター みなかみベース,2.74,5
F0232,土合駅階段,F0144,たくみの里農産物加工の家,15.97,45
F0232,土合駅階段,F0145,ロックハート城,22.35,45
F0232,土合駅階段,F0146,水上アウトドアセンター,10.2,30
F0232,土合駅階段,F0150,月夜野焼 祐太郎窯,10.32,25
F0232,土合駅階段,F0152,カッパCLUB,9.44,25
F0232,土合駅階段,F0153,工房無限大,23.61,80
F0232,土合駅階段,F0155,ジャグスポーツ,4.43,10
F0232,土合駅階段,F0158,奥四万湖,21.78,95
F0232,土合駅階段,F0168,四万川,25.5,70
F0232,土合駅階段,F0172,赤谷湖,13.93,40
F0232,土合駅階段,F0175,天神平,2.24,15
F0232,土合駅階段,F0176,四万湖,27.56,70
F0232,土合駅階段,F0177,諏訪峡,7.95,20
F0232,土合駅階段,F0179,吹割渓谷,25.78,60
F0232,土合駅階段,F0180,一ノ倉沢,2.77,10
F0232,土合駅階段,F0182,武尊山,15.03,55
F0232,土合駅階段,F0183,至仏山,20.02,100
F0232,土合駅階段,F0184,平標山,13,80
F0232,土合駅階段,F0185,四万の甌穴群,24.1,75
F0232,土合駅階段,F0196,小荒井製菓,7.37,15
F0232,土合駅階段,F0201,焼まんじゅう島村,23.63,80
F0232,土合駅階段,F0205,フリアンのみそパン,21.39,35
F0232,土合駅階段,F0224,角弥そば,4.03,10
F0232,土合駅階段,F0225,大とろ牛乳,8.66,20
F0232,土合駅階段,F0226,パノラマアドヴェンチャーズ,8.74,20
F0232,土合駅階段,F0227,まんてん星の湯,13.3,45
F0232,土合駅階段,F0229,まんてん星の湯 里山体験,13.3,45
F0232,土合駅階段,F0230,フィールドアースみなかみ,7.11,20
F0232,土合駅階段,F0231,TOP水上カンパニー,4.48,15
F0232,土合駅階段,F0233,道の駅 みなかみ水紀行館,7.4,20
F0232,土合駅階段,F0234,遊神館,18.99,50
F0232,土合駅階段,F0235,みなかみフルーツランドモギトーレ,16.4,40
F0233,道の駅 みなかみ水紀行館,F0113,吹割の滝,22.41,45
F0233,道の駅 みなかみ水紀行館,F0126,尾瀬ケ原,29.96,
F0233,道の駅 みなかみ水紀行館,F0129,四万川ダム,18.29,85
F0233,道の駅 みなかみ水紀行館,F0131,果実の里 原田農園,15.17,20
F0233,道の駅 みなかみ水紀行館,F0132,マックスアウトドアツアーズ水上,3.36,10
F0233,道の駅 みなかみ水紀行館,F0133,たくみの里 四季の家,9.83,35
F0233,道の駅 みなかみ水紀行館,F0134,月夜野まるかチェリー園,10.14,20
F0233,道の駅 みなかみ水紀行館,F0138,かぬ～っこ みなかみカヌー.com,15.54,35
F0233,道の駅 みなかみ水紀行館,F0140,陣平農園,21.71,45
F0233,道の駅 みなかみ水紀行館,F0141,たくみの里いちごの家,9.45,30
F0233,道の駅 みなかみ水紀行館,F0142,生ゆば処 町田屋,17.4,25
F0233,道の駅 みなかみ水紀行館,F0143,フォレスト＆ウォーター みなかみベース,5.5,15
F0233,道の駅 みなかみ水紀行館,F0144,たくみの里農産物加工の家,9.39,30
F0233,道の駅 みなかみ水紀行館,F0145,ロックハート城,14.98,30
F0233,道の駅 みなかみ水紀行館,F0146,水上アウトドアセンター,12.86,30
F0233,道の駅 みなかみ水紀行館,F0150,月夜野焼 祐太郎窯,3.16,10
F0233,道の駅 みなかみ水紀行館,F0152,カッパCLUB,2.06,10
F0233,道の駅 みなかみ水紀行館,F0153,工房無限大,19.34,65
F0233,道の駅 みなかみ水紀行館,F0155,ジャグスポーツ,5.17,15
F0233,道の駅 みなかみ水紀行館,F0158,奥四万湖,17.87,80
F0233,道の駅 みなかみ水紀行館,F0163,野反湖,29.39,120
F0233,道の駅 みなかみ水紀行館,F0168,四万川,20.09,60
F0233,道の駅 みなかみ水紀行館,F0172,赤谷湖,8.37,30
F0233,道の駅 みなかみ水紀行館,F0175,天神平,6.17,30
F0233,道の駅 みなかみ水紀行館,F0176,四万湖,21.91,55
F0233,道の駅 みなかみ水紀行館,F0177,諏訪峡,0.68,5
F0233,道の駅 みなかみ水紀行館,F0179,吹割渓谷,22.41,45
F0233,道の駅 みなかみ水紀行館,F0180,一ノ倉沢,9.42,25
F0233,道の駅 みなかみ水紀行館,F0182,武尊山,15.31,55
F0233,道の駅 みなかみ水紀行館,F0183,至仏山,23.87,85
F0233,道の駅 みなかみ水紀行館,F0184,平標山,14.31,65
F0233,道の駅 みなかみ水紀行館,F0185,四万の甌穴群,19.13,60
F0233,道の駅 みなかみ水紀行館,F0191,伊香保グリーン牧場,29.68,50
F0233,道の駅 みなかみ水紀行館,F0194,永井食堂,23.04,35
F0233,道の駅 みなかみ水紀行館,F0196,小荒井製菓,0.06,5
F0233,道の駅 みなかみ水紀行館,F0197,清芳亭,29.72,50
F0233,道の駅 みなかみ水紀行館,F0201,焼まんじゅう島村,19.35,65
F0233,道の駅 みなかみ水紀行館,F0205,フリアンのみそパン,14.84,20
F0233,道の駅 みなかみ水紀行館,F0224,角弥そば,4.5,10
F0233,道の駅 みなかみ水紀行館,F0225,大とろ牛乳,1.28,5
F0233,道の駅 みなかみ水紀行館,F0226,パノラマアドヴェンチャーズ,1.51,5
F0233,道の駅 みなかみ水紀行館,F0227,まんてん星の湯,8.03,30
F0233,道の駅 みなかみ水紀行館,F0229,まんてん星の湯 里山体験,8.03,30
F0233,道の駅 みなかみ水紀行館,F0230,フィールドアースみなかみ,0.36,5
F0233,道の駅 みなかみ水紀行館,F0231,TOP水上カンパニー,5.12,15
F0233,道の駅 みなかみ水紀行館,F0232,土合駅階段,7.4,20
F0233,道の駅 みなかみ水紀行館,F0234,遊神館,12.84,35
F0233,道の駅 みなかみ水紀行館,F0235,みなかみフルーツランドモギトーレ,9.2,25
F0234,遊神館,F0112,榛名神社,24.46,65
F0234,遊神館,F0113,吹割の滝,29.88,50
F0234,遊神館,F0114,西の河原露天風呂,26.13,80
F0234,遊神館,F0115,西の河原公園,26.02,80
F0234,遊神館,F0116,伊香保おもちゃと人形・自動車博物館,25.3,55
F0234,遊神館,F0117,大滝乃湯,25.03,80
F0234,遊神館,F0129,四万川ダム,8.46,55
F0234,遊神館,F0130,水澤観音,22.99,55
F0234,遊神館,F0131,果実の里 原田農園,18.31,30
F0234,遊神館,F0132,マックスアウトドアツアーズ水上,16.08,40
F0234,遊神館,F0133,たくみの里 四季の家,3.02,10
F0234,遊神館,F0134,月夜野まるかチェリー園,10.51,20
F0234,遊神館,F0138,かぬ～っこ みなかみカヌー.com,28.37,65
F0234,遊神館,F0139,陶芸 榛名の麓,25.06,55
F0234,遊神館,F0140,陣平農園,9.19,30
F0234,遊神館,F0141,たくみの里いちごの家,3.65,10
F0234,遊神館,F0142,生ゆば処 町田屋,21.85,35
F0234,遊神館,F0143,フォレスト＆ウォーター みなかみベース,17.99,45
F0234,遊神館,F0144,たくみの里農産物加工の家,3.63,10
F0234,遊神館,F0145,ロックハート城,11.49,35
F0234,遊神館,F0146,水上アウトドアセンター,25.59,60
F0234,遊神館,F0147,くれさかの森陶芸工房,21.59,70
F0234,遊神館,F0148,からっ風焼 陶仙房,27.26,55
F0234,遊神館,F0150,月夜野焼 祐太郎窯,12.05,30
F0234,遊神館,F0152,カッパCLUB,11.68,30
F0234,遊神館,F0153,工房無限大,8.71,40
F0234,遊神館,F0155,ジャグスポーツ,17.98,45
F0234,遊神館,F0157,草津温泉らくご,25.48,80
F0234,遊神館,F0158,奥四万湖,8.38,50
F0234,遊神館,F0159,榛名山（榛名富士）,22.35,65
F0234,遊神館,F0160,チャツボミゴケ公園,24.81,100
F0234,遊神館,F0163,野反湖,20.52,105
F0234,遊神館,F0164,榛名湖畔,22.42,65
F0234,遊神館,F0167,国指定名勝「吾妻峡」,18.71,55
F0234,遊神館,F0168,四万川,7.58,35
F0234,遊神館,F0169,嫗仙の滝,24.11,90
F0234,遊神館,F0172,赤谷湖,5.12,15
F0234,遊神館,F0175,天神平,16.93,60
F0234,遊神館,F0176,四万湖,9.16,35
F0234,遊神館,F0177,諏訪峡,12.72,30
F0234,遊神館,F0179,吹割渓谷,29.89,50
F0234,遊神館,F0180,一ノ倉沢,19.8,55
F0234,遊神館,F0181,榛名高原,22.96,65
F0234,遊神館,F0182,武尊山,27.09,90
F0234,遊神館,F0184,平標山,16.22,55
F0234,遊神館,F0185,四万の甌穴群,7.28,35
F0234,遊神館,F0187,本家ちちや,25.42,80
F0234,遊神館,F0189,水沢うどん 大澤屋（第二店舗）,23.05,60
F0234,遊神館,F0190,松むら饅頭,25.55,80
F0234,遊神館,F0191,伊香保グリーン牧場,20.93,55
F0234,遊神館,F0192,元祖 田丸屋,23.01,60
F0234,遊神館,F0194,永井食堂,19.26,40
F0234,遊神館,F0196,小荒井製菓,12.82,35
F0234,遊神館,F0197,清芳亭,20.38,55
F0234,遊神館,F0201,焼まんじゅう島村,8.71,40
F0234,遊神館,F0202,浅間酒造観光センター,25.23,60
F0234,遊神館,F0205,フリアンのみそパン,17.12,30
F0234,遊神館,F0216,道の駅 草津運動茶屋公園,26.23,75
F0234,遊神館,F0217,御座之湯,25.52,80
F0234,遊神館,F0220,草津温泉プリン,25.52,80
F0234,遊神館,F0221,ティールーム ゆきうさぎ,25.41,80
F0234,遊神館,F0222,お食事処・暖,25.44,80
F0234,遊神館,F0224,角弥そば,17.24,40
F0234,遊神館,F0225,大とろ牛乳,12.11,30
F0234,遊神館,F0226,パノラマアドヴェンチャーズ,12.45,30
F0234,遊神館,F0227,まんてん星の湯,5.85,20
F0234,遊神館,F0229,まんてん星の湯 里山体験,5.85,20
F0234,遊神館,F0230,フィールドアースみなかみ,13.19,35
F0234,遊神館,F0231,TOP水上カンパニー,17.94,45
F0234,遊神館,F0232,土合駅階段,18.99,50
F0234,遊神館,F0233,道の駅 みなかみ水紀行館,12.84,35
F0234,遊神館,F0235,みなかみフルーツランドモギトーレ,5.81,15
F0234,遊神館,F0309,伊香保ロープウェイ,20.52,55
F0234,遊神館,F0315,草津湯畑（夜）,25.44,80
F0235,みなかみフルーツランドモギトーレ,F0112,榛名神社,26.39,75
F0235,みなかみフルーツランドモギトーレ,F0113,吹割の滝,24.08,45
F0235,みなかみフルーツランドモギトーレ,F0116,伊香保おもちゃと人形・自動車博物館,24.84,50
F0235,みなかみフルーツランドモギトーレ,F0129,四万川ダム,14,65
F0235,みなかみフルーツランドモギトーレ,F0130,水澤観音,22.95,50
F0235,みなかみフルーツランドモギトーレ,F0131,果実の里 原田農園,12.77,25
F0235,みなかみフルーツランドモギトーレ,F0132,マックスアウトドアツアーズ水上,12.54,35
F0235,みなかみフルーツランドモギトーレ,F0133,たくみの里 四季の家,3.79,15
F0235,みなかみフルーツランドモギトーレ,F0134,月夜野まるかチェリー園,4.89,15
F0235,みなかみフルーツランドモギトーレ,F0138,かぬ～っこ みなかみカヌー.com,24.37,60
F0235,みなかみフルーツランドモギトーレ,F0139,陶芸 榛名の麓,24.53,50
F0235,みなかみフルーツランドモギトーレ,F0140,陣平農園,13.09,40
F0235,みなかみフルーツランドモギトーレ,F0141,たくみの里いちごの家,2.77,10
F0235,みなかみフルーツランドモギトーレ,F0142,生ゆば処 町田屋,16.23,30
F0235,みなかみフルーツランドモギトーレ,F0143,フォレスト＆ウォーター みなかみベース,14.7,35
F0235,みなかみフルーツランドモギトーレ,F0144,たくみの里農産物加工の家,2.93,10
F0235,みなかみフルーツランドモギトーレ,F0145,ロックハート城,7.56,25
F0235,みなかみフルーツランドモギトーレ,F0146,水上アウトドアセンター,21.1,55
F0235,みなかみフルーツランドモギトーレ,F0147,くれさかの森陶芸工房,27.22,80
F0235,みなかみフルーツランドモギトーレ,F0148,からっ風焼 陶仙房,26.2,45
F0235,みなかみフルーツランドモギトーレ,F0150,月夜野焼 祐太郎窯,7.29,20
F0235,みなかみフルーツランドモギトーレ,F0152,カッパCLUB,7.44,25
F0235,みなかみフルーツランドモギトーレ,F0153,工房無限大,14.43,50
F0235,みなかみフルーツランドモギトーレ,F0155,ジャグスポーツ,14.2,35
F0235,みなかみフルーツランドモギトーレ,F0158,奥四万湖,13.83,65
F0235,みなかみフルーツランドモギトーレ,F0159,榛名山（榛名富士）,23.82,70
F0235,みなかみフルーツランドモギトーレ,F0161,赤城山,26.12,60
F0235,みなかみフルーツランドモギトーレ,F0163,野反湖,26.11,115
F0235,みなかみフルーツランドモギトーレ,F0164,榛名湖畔,24.12,70
F0235,みなかみフルーツランドモギトーレ,F0167,国指定名勝「吾妻峡」,23.72,60
F0235,みなかみフルーツランドモギトーレ,F0168,四万川,13.21,45
F0235,みなかみフルーツランドモギトーレ,F0169,嫗仙の滝,29.85,95
F0235,みなかみフルーツランドモギトーレ,F0172,赤谷湖,5.77,15
F0235,みなかみフルーツランドモギトーレ,F0175,天神平,14.73,55
F0235,みなかみフルーツランドモギトーレ,F0176,四万湖,14.48,50
F0235,みなかみフルーツランドモギトーレ,F0177,諏訪峡,8.82,25
F0235,みなかみフルーツランドモギトーレ,F0179,吹割渓谷,24.09,45
F0235,みなかみフルーツランドモギトーレ,F0180,一ノ倉沢,17.95,50
F0235,みなかみフルーツランドモギトーレ,F0181,榛名高原,24.44,70
F0235,みなかみフルーツランドモギトーレ,F0182,武尊山,21.86,80
F0235,みなかみフルーツランドモギトーレ,F0184,平標山,17.97,55
F0235,みなかみフルーツランドモギトーレ,F0185,四万の甌穴群,13.1,45
F0235,みなかみフルーツランドモギトーレ,F0189,水沢うどん 大澤屋（第二店舗）,22.95,50
F0235,みなかみフルーツランドモギトーレ,F0191,伊香保グリーン牧場,20.82,50
F0235,みなかみフルーツランドモギトーレ,F0192,元祖 田丸屋,22.94,50
F0235,みなかみフルーツランドモギトーレ,F0194,永井食堂,16.08,35
F0235,みなかみフルーツランドモギトーレ,F0196,小荒井製菓,9.21,25
F0235,みなかみフルーツランドモギトーレ,F0197,清芳亭,20.71,50
F0235,みなかみフルーツランドモギトーレ,F0201,焼まんじゅう島村,14.44,50
F0235,みなかみフルーツランドモギトーレ,F0205,フリアンのみそパン,11.69,25
F0235,みなかみフルーツランドモギトーレ,F0224,角弥そば,13.66,35
F0235,みなかみフルーツランドモギトーレ,F0225,大とろ牛乳,8.11,25
F0235,みなかみフルーツランドモギトーレ,F0226,パノラマアドヴェンチャーズ,8.26,25
F0235,みなかみフルーツランドモギトーレ,F0227,まんてん星の湯,6.4,15
F0235,みなかみフルーツランドモギトーレ,F0229,まんてん星の湯 里山体験,6.4,15
F0235,みなかみフルーツランドモギトーレ,F0230,フィールドアースみなかみ,9.54,30
F0235,みなかみフルーツランドモギトーレ,F0231,TOP水上カンパニー,14.15,40
F0235,みなかみフルーツランドモギトーレ,F0232,土合駅階段,16.4,40
F0235,みなかみフルーツランドモギトーレ,F0233,道の駅 みなかみ水紀行館,9.2,30
F0235,みなかみフルーツランドモギトーレ,F0234,遊神館,5.81,15
F0235,みなかみフルーツランドモギトーレ,F0309,伊香保ロープウェイ,21.04,50
F0307,白糸の滝,F0112,榛名神社,23.77,75
F0307,白糸の滝,F0114,西の河原露天風呂,23.79,50
F0307,白糸の滝,F0115,西の河原公園,23.77,50
F0307,白糸の滝,F0117,大滝乃湯,23.64,50
F0307,白糸の滝,F0119,軽井沢おもちゃ王国,8.25,20
F0307,白糸の滝,F0125,草津白根山,23.88,75
F0307,白糸の滝,F0127,碓氷第三橋梁（めがね橋）,11.05,40
F0307,白糸の滝,F0147,くれさかの森陶芸工房,21.38,60
F0307,白糸の滝,F0157,草津温泉らくご,23.61,50
F0307,白糸の滝,F0159,榛名山（榛名富士）,26.55,75
F0307,白糸の滝,F0160,チャツボミゴケ公園,26.96,75
F0307,白糸の滝,F0162,高原キャベツ畑,16.01,45
F0307,白糸の滝,F0164,榛名湖畔,25.59,75
F0307,白糸の滝,F0166,妙義山,18.67,55
F0307,白糸の滝,F0167,国指定名勝「吾妻峡」,20.4,50
F0307,白糸の滝,F0169,嫗仙の滝,22,60
F0307,白糸の滝,F0170,浅間山,6.51,45
F0307,白糸の滝,F0176,四万湖,29.93,70
F0307,白糸の滝,F0181,榛名高原,26.28,75
F0307,白糸の滝,F0186,弓池,25.74,70
F0307,白糸の滝,F0187,本家ちちや,23.52,50
F0307,白糸の滝,F0190,松むら饅頭,23.7,50
F0307,白糸の滝,F0202,浅間酒造観光センター,15.93,35
F0307,白糸の滝,F0203,おぎのや ドライブイン横川,15.5,45
F0307,白糸の滝,F0216,道の駅 草津運動茶屋公園,22.73,45
F0307,白糸の滝,F0217,御座之湯,23.56,50
F0307,白糸の滝,F0220,草津温泉プリン,23.68,50
F0307,白糸の滝,F0221,ティールーム ゆきうさぎ,23.5,50
F0307,白糸の滝,F0222,お食事処・暖,23.59,50
F0307,白糸の滝,F0315,草津湯畑（夜）,23.64,50
F0307,白糸の滝,F0311,軽井沢 川上庵,7.03,20
F0307,白糸の滝,F0320,鬼押出し園,6.32,15
F0308,軽井沢・プリンスショッピングプラザ,F0112,榛名神社,23.21,75
F0308,軽井沢・プリンスショッピングプラザ,F0118,群馬サファリパーク,25.75,50
F0308,軽井沢・プリンスショッピングプラザ,F0119,軽井沢おもちゃ王国,16.75,40
F0308,軽井沢・プリンスショッピングプラザ,F0123,こんにゃくパーク,27.64,50
F0308,軽井沢・プリンスショッピングプラザ,F0127,碓氷第三橋梁（めがね橋）,5.77,20
F0308,軽井沢・プリンスショッピングプラザ,F0128,富岡製糸場,24.46,50
F0308,軽井沢・プリンスショッピングプラザ,F0137,希望の丘農園,28.12,60
F0308,軽井沢・プリンスショッピングプラザ,F0147,くれさかの森陶芸工房,28.3,75
F0308,軽井沢・プリンスショッピングプラザ,F0159,榛名山（榛名富士）,26.29,85
F0308,軽井沢・プリンスショッピングプラザ,F0162,高原キャベツ畑,24.15,60
F0308,軽井沢・プリンスショッピングプラザ,F0164,榛名湖畔,25.45,85
F0308,軽井沢・プリンスショッピングプラザ,F0166,妙義山,11.14,35
F0308,軽井沢・プリンスショッピングプラザ,F0167,国指定名勝「吾妻峡」,25.6,70
F0308,軽井沢・プリンスショッピングプラザ,F0169,嫗仙の滝,29.52,80
F0308,軽井沢・プリンスショッピングプラザ,F0170,浅間山,12.7,65
F0308,軽井沢・プリンスショッピングプラザ,F0181,榛名高原,25.86,85
F0308,軽井沢・プリンスショッピングプラザ,F0202,浅間酒造観光センター,22.92,55
F0308,軽井沢・プリンスショッピングプラザ,F0203,おぎのや ドライブイン横川,9.17,30
F0308,軽井沢・プリンスショッピングプラザ,F0214,だるま大使,28.61,60
F0308,軽井沢・プリンスショッピングプラザ,F0311,軽井沢 川上庵,1.58,5
F0308,軽井沢・プリンスショッピングプラザ,F0320,鬼押出し園,14.49,30
F0309,伊香保ロープウェイ,F0112,榛名神社,7.38,25
F0309,伊香保ロープウェイ,F0116,伊香保おもちゃと人形・自動車博物館,5.79,15
F0309,伊香保ロープウェイ,F0123,こんにゃくパーク,28.19,65
F0309,伊香保ロープウェイ,F0124,前橋るなぱあく（前橋市中央児童遊園）,17.13,35
F0309,伊香保ロープウェイ,F0127,碓氷第三橋梁（めがね橋）,25.11,70
F0309,伊香保ロープウェイ,F0128,富岡製糸場,27.05,65
F0309,伊香保ロープウェイ,F0129,四万川ダム,25.37,70
F0309,伊香保ロープウェイ,F0130,水澤観音,3.04,10
F0309,伊香保ロープウェイ,F0131,果実の里 原田農園,23,40
F0309,伊香保ロープウェイ,F0133,たくみの里 四季の家,22.29,60
F0309,伊香保ロープウェイ,F0134,月夜野まるかチェリー園,20.86,45
F0309,伊香保ロープウェイ,F0137,希望の丘農園,20.01,50
F0309,伊香保ロープウェイ,F0139,陶芸 榛名の麓,5.78,15
F0309,伊香保ロープウェイ,F0140,陣平農園,13.71,35
F0309,伊香保ロープウェイ,F0141,たくみの里いちごの家,21.96,55
F0309,伊香保ロープウェイ,F0142,生ゆば処 町田屋,25.69,45
F0309,伊香保ロープウェイ,F0144,たくみの里農産物加工の家,22.12,55
F0309,伊香保ロープウェイ,F0145,ロックハート城,16.12,35
F0309,伊香保ロープウェイ,F0147,くれさかの森陶芸工房,26.16,70
F0309,伊香保ロープウェイ,F0148,からっ風焼 陶仙房,8.78,20
F0309,伊香保ロープウェイ,F0150,月夜野焼 祐太郎窯,27.59,55
F0309,伊香保ロープウェイ,F0152,カッパCLUB,28.15,50
F0309,伊香保ロープウェイ,F0153,工房無限大,24.4,50
F0309,伊香保ロープウェイ,F0158,奥四万湖,25.72,65
F0309,伊香保ロープウェイ,F0159,榛名山（榛名富士）,4.3,20
F0309,伊香保ロープウェイ,F0161,赤城山,22.56,55
F0309,伊香保ロープウェイ,F0164,榛名湖畔,5.19,25
F0309,伊香保ロープウェイ,F0166,妙義山,26.84,70
F0309,伊香保ロープウェイ,F0167,国指定名勝「吾妻峡」,19.13,45
F0309,伊香保ロープウェイ,F0168,四万川,19.78,45
F0309,伊香保ロープウェイ,F0169,嫗仙の滝,29.57,85
F0309,伊香保ロープウェイ,F0172,赤谷湖,25.1,60
F0309,伊香保ロープウェイ,F0176,四万湖,18.22,40
F0309,伊香保ロープウェイ,F0177,諏訪峡,29.62,50
F0309,伊香保ロープウェイ,F0181,榛名高原,4.73,20
F0309,伊香保ロープウェイ,F0185,四万の甌穴群,21.81,45
F0309,伊香保ロープウェイ,F0189,水沢うどん 大澤屋（第二店舗）,3.22,10
F0309,伊香保ロープウェイ,F0191,伊香保グリーン牧場,2.28,5
F0309,伊香保ロープウェイ,F0192,元祖 田丸屋,3.15,10
F0309,伊香保ロープウェイ,F0193,登利平 本店,19.59,45
F0309,伊香保ロープウェイ,F0194,永井食堂,12.98,30
F0309,伊香保ロープウェイ,F0195,シャンゴ 問屋町本店,18.06,40
F0309,伊香保ロープウェイ,F0197,清芳亭,0.7,5
F0309,伊香保ロープウェイ,F0198,ガトーフェスタ ハラダ ららん藤岡店,28.47,45
F0309,伊香保ロープウェイ,F0200,登利平 南部店,22.45,40
F0309,伊香保ロープウェイ,F0201,焼まんじゅう島村,24.39,50
F0309,伊香保ロープウェイ,F0202,浅間酒造観光センター,25.48,55
F0309,伊香保ロープウェイ,F0203,おぎのや ドライブイン横川,24.21,65
F0309,伊香保ロープウェイ,F0204,ドンレミーアウトレット 高崎店,21,50
F0309,伊香保ロープウェイ,F0205,フリアンのみそパン,21.79,40
F0309,伊香保ロープウェイ,F0207,コストコ 前橋倉庫店,24.05,45
F0309,伊香保ロープウェイ,F0209,登利平高崎モントレー店,21.06,50
F0309,伊香保ロープウェイ,F0210,高崎弁当,23.72,50
F0309,伊香保ロープウェイ,F0211,妙ちくりん,29.51,50
F0309,伊香保ロープウェイ,F0212,ららん藤岡,28.48,45
F0309,伊香保ロープウェイ,F0214,だるま大使,16.96,35
F0309,伊香保ロープウェイ,F0225,大とろ牛乳,28.89,50
F0309,伊香保ロープウェイ,F0226,パノラマアドヴェンチャーズ,28.93,50
F0309,伊香保ロープウェイ,F0227,まんてん星の湯,25.88,60
F0309,伊香保ロープウェイ,F0229,まんてん星の湯 里山体験,25.88,60
F0309,伊香保ロープウェイ,F0234,遊神館,20.52,55
F0309,伊香保ロープウェイ,F0235,みなかみフルーツランドモギトーレ,21.04,50
F0309,伊香保ロープウェイ,F0311,軽井沢 川上庵,29.97,90
F0314,草津湯畑（昼）,F0112,榛名神社,29.2,65
F0314,草津湯畑（昼）,F0114,西の河原露天風呂,0.78,5
F0314,草津湯畑（昼）,F0115,西の河原公園,0.67,5
F0314,草津湯畑（昼）,F0117,大滝乃湯,0.41,5
F0314,草津湯畑（昼）,F0119,軽井沢おもちゃ王国,17.32,40
F0314,草津湯畑（昼）,F0125,草津白根山,5.54,65
F0314,草津湯畑（昼）,F0129,四万川ダム,18.41,85
F0314,草津湯畑（昼）,F0133,たくみの里 四季の家,28.08,90
F0314,草津湯畑（昼）,F0140,陣平農園,21.51,55
F0314,草津湯畑（昼）,F0141,たくみの里いちごの家,28.95,85
F0314,草津湯畑（昼）,F0144,たくみの里農産物加工の家,28.88,85
F0314,草津湯畑（昼）,F0147,くれさかの森陶芸工房,5.87,35
F0314,草津湯畑（昼）,F0153,工房無限大,17.38,65
F0314,草津湯畑（昼）,F0157,草津温泉らくご,0.06,0
F0314,草津湯畑（昼）,F0158,奥四万湖,18.85,80
